	id	tweet	subtask_a
6296	3109	@USER αλητη, πουλησες τη μακεδονια και τελικα εμεινες και εκτος ευρωβουλης. Καποιος, καποια στιγμη θα σε πετυχει, και τοτε το βρωμοξυλο που θα φας θα σου μεινει αξεχαστο. Αει στο διαολο κι εσυ και η οικογενεια σου παλιανθρωπε!	OFF
6315	2817	@USER Ναι το ΣΙΧΑΜΑ!Πάει και την επεφτει εε ζαια κομμενακια.ΕΜΕΙΣ οι δεξιές τι θα γεννουμε δηλαδή;	OFF
6317	6263	Μέχρι και η σιχαμένη Μαρτίνα παντρεύεται. ΕΓΩ ΠΟΤΕ ; #kalomesimeraki	OFF
6328	7183	Αχ πείτε μου ότι φεύγει η Ασχημίνα τη Δευτέρα να κάνω από τώρα πάρτι! Δεν την αντέχω άλλο, όλα τα cue μονότερμα τα έχει πάρει... ENOUGH! #gntmgr	OFF
6329	8845	@USER Ασε τον ζαιο και πες πως μαλάκας είναι ο γραβάτας που νομίζει οτι ζει σε χώρα ανώτερη;	OFF
6335	9594	Τι λες ρε βουρλο ; Έλεος πχια #gntmgr	OFF
6338	2097	Ποια μεγαλειώδη συγκεντρωση ρε Κουλη!εισαι ντιπ βλαμμενος;στο κουμ καπι να πας πιο πολυ κοσμο εχει	OFF
6340	3947	"@USER ακροδεξιο να σε πει το πρωτο σου παιδι (κανονικο ή υιοθετημενο να το φροντιζετε με τον Μπιμπιλα γιατι φαινεται απο μακρια οτι εισαι τριπουστας) και να σου βγει και ΑΔΕΡΦΗ ! αλλος καρφωθηκε οτι ειναι ανορθογραφος γιατι δεν ειχε ""στραφι"" το spell checker του, #ερχεται_ΠΟΥΤΣΑ !"	OFF
6342	7084	Εκανε τοσα πολλα σοουζ και σε 4/6 φωτογραφισεις ηταν χαλια ; #gntmgr	OFF
6343	4979	Αντα....σατ απ μωρη.#shoppingstar	OFF
6345	5089	Η Σουζάνα είναι το ζωντανό παράδειγμα, γροθιά στο στομάχι του κάθε ρατσιστή , που αποδεικνύει ότι και άνθρωποι άλλου χρώματος μπορεί να είναι σκατάνθρωποι σαν και εμάς #gntmgr	OFF
6353	3587	Η Λόρεν θέλει κούρεμα σαν την κακιά μαγισα ειναι #shoppingstar	OFF
6358	1805	@USER Εσύ φουστανάτος ΝΔαίος. Γέλα χαβαλεδάκο. Κούλης και συμορία του δεν τους ενδιαφέρει αν είσαι φωστανάτος, μαλάκας κλπ. Θα σε γαμήσουν όπως θα γαμήσουν όλη την Έλλαδα. Γέλα όσο μπορεις φτωχομπινεδιάρη εξυπνούλη ΝΔούλη. Εγώ θα γελάω όταν θα σε γαμάνε χώρις σάλιο τ' αφεντικά σου.	OFF
6359	7744	Κανονικά η κυβέρνηση δεν έπρεπε να συστήσει επιτροπή με Πρόεδρο τον ΜΑΡΔΑ για επαφές με τους πρόσφυγες μετανάστες (όπως τους λένε) σχετικά με τις Επενδύσεις που έχουν σκοπό να κάνουν; Του αξίζει ένα τέτοιο χουνέρι του ηλίθιου.	OFF
6364	4627	@USER Εεεε καραγκιοζακο...την ήπιαμε ολοι οι ζαίοι! #ερχεται_ΒΟΙΔΟΠΟΥΤΣΑ #ερχεται_ΚΑΡΑΠΟΥΤΣΑ #ερχεται_ΠΟΥΤΣΑ γενικά κάτι #ερχεται.	OFF
6366	8975	@USER Καμιά γυναίκα σού στέλνει ή μόνο αλογομουρηδες;	OFF
6368	2826	@USER Ακριβως αυτο θα κανω κι εγω.να τα κανει πουτανα ολα ο κουλης, να ψαχνουν οι συνταξιουχοι στα σκουπιδια.	OFF
6369	6181	Μωρή ηλιαννα μη κωλοτριβεσαι στους καλεσμένους ‍️‍️‍️#GNTMgr	OFF
6371	8083	Σουζανα μονο για πωλητρια στα γκουντις με τετοιο υφος #gntmgr	OFF
6372	8828	Παπαζήσης χάλια.... Δυστυχώς χαλάει όλη τη σειρά #kokkinopotami	OFF
6373	1993	Ασχολείστε με μεταγραφές εεε; Παρτε τον ΠΑ-πουτσο για προσάναμμα....	OFF
6374	1156	@USER ΜΟΝΟ για τον πούτσο	OFF
6378	5254	Προσωπική εντελώς γνώμη: Η Ναταλία Γερμανού έχει στο πάνελ της την Βαλαβάνη, για να ξεσπάμε οι τηλεθεατές με αρνητικά σχόλια. #kalytera	OFF
6379	3460	@USER να ξέρεις πάντως πως αν βγεις να πεις μια κακή κουβέντα για το τσοκαρο, εμείς δε θα παρεξηγηθούμε...ούτε θα σε κατηγορήσουμε.. #MasterchefGr_xeftiles	OFF
6380	8170	Μεγάλο φιδάκι και η Κωνσταντίνα τελικά.... Αντε τον πουλο κ εσύ #GNTMgr	OFF
6381	3649	Ρε Γιακουμάκη πόσο κιλά μαλάκας μπορεί να είσαι;	OFF
6389	4567	"Οι αναλύσεις του Παππά που στέκονται στο debate είναι της πλάκας. Δεν ξέρω τι ευθύνες έχει αλλά κάτι μου λέει ότι τα έκανε μαντάρα. Εδω τι λέει για τον αντίπλαο της Δούρου ""Από την άλλη, μία επίφαση και μία δηθενιά που συμπυκνώνεται στο απόλυτο τίποτα"" Είσαι καλά ρε μαλάκα"	OFF
6390	3399	@USER Μπααα...ούτε πονάω,ούτε φταίει ο Πειραιάς!Και μην εκπλαγείς,αλλά υπάρχουν κ γαύροι που δεν είναι ΝΔ! Άντε γαμήσου τώρα!	OFF
6394	2414	Αρχίδια έφτιαξε	OFF
6401	2993	@USER Γυριζει η πεθερα και λεει στην νυφη: Μωρη καριολα,μωρη πουτανα, επειδη εισαι εσυ λαμογιο και αποτυχημενη και τρωγατε με τους αλλους αριστερους το κρατος,με εβαζες και ελεγα αυτες τις βρωμιες για τον Κυριακο; Καλα σου εκανε και σε ξε-ΚΟΥΛΗ-ασε τοτε! Μετα δεν ξερω τι εγινε, εφυγα	OFF
6405	4061	@USER Εχεις δίκιο (και εγώ έξω είμαι αλλά εδώ και πολλά χρόνια), αλλά έχει δίκιο στο ότι νίκησε η Ελλάδα, γιατί λίγοι ψήφισαν ΝΔ σαν κόμμα. Σχεδόν όλοι ψήφισαν την ΝΔ για να φύγουν οι ξεφτίλες. Από εδώ και περα βλέπουμε και ελπίζουμε.	OFF
6406	34	@USER Αει γαμησου Κουλη. Προφανως τα θες ολα τα πουρα για τον κωλο σου. Δεσμευσου για τιποτα ουσιωδες πανηλιθιε, τηλεκατευθυνομενε ΠΡΟΔΟΤΗ.	OFF
6408	4608	#survivorgr Καλά οι μαύροι τρώγαν σοκολάτες και μπακλαβά και δεν πήγαν να δώσουν τίποτα στους ασπρους;.ουστ στο διαλο γουρούνια. Να σας πιάσει διάρροια ρε.	OFF
6415	8260	@USER Αι μωρη κωλοτρυπιδα με αποψη	OFF
6416	7840	Μια σκυλα εφυγε κ μια σκυλα ηρθε γαμωτο #gntmgr	OFF
6425	8572	Εμένα με ξερεις τώρα λέει ούτε σας ξέρουμε ούτε και θέλουμε να σας μάθουμε πάτε γαμηθειτε, το μόνιμο προβλημα σας είναι ότι η ιδέα που έχετε για τον εαυτό σας είναι δέκα φορές πιο μεγάλη από την πουτσα σας.	OFF
6429	5977	Και συγνώμη τώρα το Μωρη πατσαβούρα είναι φυσιολογικός τρόπος να μιλήσεις; #kalomesimeraki	OFF
6433	9160	@USER εννοείς η θεματολογια ηταν οι «πουτσες» ή σταματησε να γράφει γενικα; είναι σημαντικη ειδηση πρεπει να ξερω	OFF
6435	9769	Στην Ασημίνα ειδικά να περάσουμε 1 χέρι στόκο και 2 χέρια αστάρι παρακαλώ...#gntmgr	OFF
6438	6144	"Σκύδρα-Αραβησσό-Γιαννιτσά ήταν η πιο αδίστακτη ""μοίρα"" των ΠΑΟτζήδων (παννελλήνια Απελευθ. οργαν.). Παρόλο που ο εύφορος κάμπος χωρούσε όλες τις ψυχές, πάλι τα δεξιά τομάρια καταδυναστεύουν λόγω ελλείψεως ΔΙΚΑΙΟΣΥΝΗΣ. Σήμερα να δείτε τι γίνεται. ΑΙΣΧΟΣ. Αλλά μετράει αντίστροφα..."	OFF
6439	8930	Μωρη Σουζάνα άχρηστη είσαι πάλι θα φύγεις δεν το έχεις #GNTMgr	OFF
6441	3279	@USER Σύντροφε δεν ρώτησα τι είσαι εσύ. Άλλο ρώτησα. Τώρα, αν απλώς ενημερώνεις δημόσια ότι είσαι μαλάκας, καλά κάνεις αλλά δεν με ενδιαφέρει.	OFF
6444	3264	"Τα ίδια μου λέγε και ο σατανιστής ... Κώτσος Ντάνιελς ""Δεν είσαι ευγενική""! Ο Κώτσος Ντάνιελς... ο σατανιστής, που χει ζαρώσει η μάπα και ο κώλος του αλλά το παίζει τζόβενο και γελάει με σατανισμούς...."	OFF
6449	344	-Τι θα μετράμε φέτος το καλοκαίρι μετά τις 30/6; -Παγωτά! -Ταβορ μαλακες!	OFF
6460	9388	Μωρή κότα λυρατη. Σήμερα αλλά έλεγες. Αλλά το σκαμνι είναι βαρύ. Λυγιζει και τους μάγκες, πόσο μάλλον τους κλανομαγκες.	OFF
6470	8945	Ρε άι στο διάολο	OFF
6475	6009	Ποτε θα παντρευτούμε ρε πουτανες να μου φιλατε το χέρι στην εκκλησια	OFF
6478	642	Παράγουμε περισσότερα μαυριδερά κοντοπουτανα απ οσες χρειάζονται Και τις βλέπουμε να καταλήγουν βασίλισσες της βιζιτας και του ινσταγκραμ επειδή δινουν αξία και πατάνε like τα δάχτυλα μας,,, #giatinparea #shoppingstar #the2nightshow #mesanyxta	OFF
6479	7661	@USER ισα μωρη καποτα απλυτη....παρτες να χορευουν στο τεκε σου,,ξεφτιλισμενε που απειλεις..	OFF
6487	4910	Πηγαινε κανε κανενα vlog μωρη πατσαβουρα που θελετε κ Μυκονο #GNTMgr	OFF
6491	8414	Αγαπώ νεαρή αγρότισσα Πέσε στο βούρκο μωρή #gntmgr	OFF
6493	8158	20,000 Αρμένιους...20,000....τους έφαγαν έτσι για πλάκα...καθίκια... #kokkinopotami	OFF
6495	67	@USER Άλλα λέει η θεία μου και άλλα ακούν τ' αυτιά μου . Προφανώς και δεν είναι ντροπή δεν είναι να είσαι αναρχικός ... Είναι τιμή! Ντροπή είναι να είσαι σκατοναζιδιο, φασιστοβρωμιαρης και νοσταλγός της χούντας ' και επιπλέον να έχεις κάνει και τη ντροπή δουλειά !	OFF
6499	6788	Τρικυμία ένα κράνιω αγαπητή μου...Η ΔΕΗ προμηθεύει ηλεκτρισμό.Ο ηλεκτρισμός παρεχει φως.Ηθοποιός σημάνει φως. Η ΔΕΗ είναι ηθοποιός. Τι γράφεις μωρή αρρωστημένη Δόμνα..;	OFF
6507	3621	Θυμήθηκα και έναν πρώην που με παρακαλούσε να γυρίσω σε αυτόν με το τρομερό επιχείρημα ότι είχε εκλεχθεί δημοτικός σύμβουλος εγώ του έλεγα είσαι ηλίθιος και αυτος καυχιόταν ότι αφού τον ψήφισαν είναι ο καλύτερος.. Που είχα μπλέξει ; #ekloges2019	OFF
